,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Atu1195,80.18885212596471,0.12816770036255667,0.2159219394097785,0.5184984132531119,0.6161522351518501,0.8563384444667208
Atu1196,32.33600650310658,-0.058775664475600606,0.3665949395542092,-0.15319244085054254,0.8800459236309532,0.9381948899688288
Atu1197,58.12969715273583,0.2954449408146791,0.35600470767372705,0.8291607613206434,0.40172906082820914,0.6814923379933806
Atu1198,56.07197421575225,0.006861026378454708,0.3265536655609906,0.019879827050930225,1.0007518257295736,1.0485803270315888
Atu1199,73.13812629423008,0.16998449402793175,0.29555046037705346,0.5739255376599488,0.5949573410798922,0.7493586937984907
Atu1200,56.23153274896616,0.46111490772049607,0.2780841863519316,1.6924570872651272,0.09795998303664982,0.28249703740200627
Atu1201,33.5474470102707,0.8448906499654352,0.43572021206853745,1.9878396269581533,0.05365495125079622,0.1972777440285407
Atu1202,56.93118397734861,0.44576508872533477,0.5059920035967929,1.0119864919423909,0.3328523026507111,0.5812503418284407
Atu1203,233.39051953111206,-0.22614031017685568,0.18211413348576533,-1.152995099764608,0.2281461852922733,0.49856557342160523
Atu1204,348.75693795476434,0.061605252842152965,0.23840957377497132,0.2858831123554839,0.8006485260903303,0.8995373605750845
Atu1205,1335.3018049901573,-0.19405525008592234,0.22156034793300936,-1.034296818152045,0.3483258318574038,0.5898698528494207
Atu1206,149.347300631992,-0.2617578858171707,0.23662292187019024,-1.1427130893117492,0.25849912459041846,0.4949418307421706
Atu1207,189.40812376036655,0.06064938705477302,0.25526189793151394,0.24824329113131674,0.794120154611899,0.934422709978659
Atu1208,208.01055017566128,-0.49289104142378737,0.2180284259838044,-2.148131329303344,0.023327363542008026,0.11068569836458565
Atu1209,271.77089414698037,0.2177553458258347,0.2093486483872754,0.9686326324829135,0.33643132983051866,0.6167254104830348
Atu1210,2502.8148005160656,0.3610018793073856,0.42103181254234257,0.8296637886494742,0.410366095757415,0.6370033270641371
Atu1212,57.77621674831098,-0.029657779522782382,0.3311055192083564,-0.09298861331959017,0.9164249831845861,0.9589952003985255
Atu1213,269.95516137593836,0.058758173506612915,0.18986855908769393,0.27619978842185194,0.7891841251070026,0.9038740811749364
Atu1214,66.96113595405927,0.49173701004896825,0.3858101758522524,1.3192721459886112,0.18639530771714413,0.4535679819056517
Atu1215,2095.0142058300967,0.11008832996540424,0.22446457730096642,0.5116410752562951,0.6136810986486761,0.8149323282920854
Atu1216,790.3306703503025,0.19123164792480643,0.23102911919384223,0.8140918501886586,0.4075980841109032,0.6541038168647038
Atu1217,2388.155289575295,0.1490297739740692,0.24477414386458066,0.6165019295134763,0.555760764413353,0.8027047755217749
Atu1218,228.18310577877614,0.001080699320134933,0.218976418814191,0.005463672650173897,0.946245666540277,0.9572978058870356
Atu1219,656.3991998310867,0.26946743320552785,0.20815137095541725,1.1566941047571875,0.23533093587230858,0.45553497522899905
Atu1220,158.69329788458026,0.18123494454994601,0.38369754135140494,0.5270371726925014,0.6408313659400678,0.7818685431761213
Atu1221,525.1486936761114,-0.5420544236461101,0.4144635242078416,-1.3637245601670531,0.17847749965970683,0.4281702180498247
Atu1222,503.9221590390859,0.7253707319943283,0.24167403251866032,3.0215949739192434,0.0024684500078484568,0.020253281653298837
Atu1224,8.925732350363226,-0.8637605591439595,0.6847140539239229,-1.1741257355904273,0.21364363951035442,0.49603410872906817
Atu1225,42.766686790686016,0.4369936639608947,0.3506073206972886,1.2961923916033484,0.214820813395638,0.49506562455663133
Atu1226,292.0690939268181,0.7423146065336805,0.34790468102037847,2.210002552827259,0.02634416592913406,0.12768762303698264
Atu1227,353.9691513233769,-0.12946992569403737,0.1768612727730608,-0.8136273711260038,0.4007811866554778,0.7044519095162644
Atu1229,551.9856552430152,3.7298297468661676,0.2692321061145289,13.958816231408777,7.239571003320754e-44,3.459416321169782e-41
Atu1232,240.9248226663692,0.47024567583292587,0.38657924014023454,1.1017860080861477,0.2543655761603614,0.5275560491983705
Atu1233,146.7040940912693,-1.3678062563460185,0.3106358301867929,-4.280894392298114,5.537924082474274e-06,0.00011629746670904567
Atu1235,73.40282984091888,-0.30584909729300896,0.2540456328613726,-1.283637777912534,0.18787037921875363,0.4348843564351925
Atu1236,301.27742737257,-0.2976064905281619,0.192726147323512,-1.6513368348724613,0.09028259606278621,0.2669263231162121
Atu1237,122.16897589713408,-1.5315165777807436,0.2858456645434957,-5.619163098144692,1.2547667122469502e-08,4.440413795418025e-07
Atu1238,214.87311414081913,-1.7609972600100794,0.2602126888497581,-6.737674109680494,2.050112235521142e-11,1.064635270276074e-09
Atu1239,779.3574195515088,-0.410035783524166,0.17429427988698223,-2.544824719710837,0.011452958197138364,0.07201504996084146
Atu1240,375.8452613636608,0.35098742757841217,0.19746387315623457,1.617248937600848,0.08159599778446038,0.27185928847953966
Atu1241,380.008763292438,0.08116437179199247,0.19638305567332984,0.4017276372222339,0.6935670076630984,0.8721645356947342
Atu1242,871.0771770353872,0.29788547185064757,0.15249675050116493,1.8724736652583551,0.06647330305299803,0.23604382363947501
Atu1243,501.46385273365667,0.44634013078546586,0.24264849830762272,1.8248911560461165,0.06680901746820957,0.2147066651528245
Atu1244,2294.5919559166423,0.2131167212632688,0.19568236273211892,1.0835701067163828,0.2710900762728389,0.527529893635518
Atu1245,150.85681714764831,0.23646752921487155,0.31588242662994276,0.8212768707095908,0.4625126869656309,0.6610912983042058
Atu1246,4367.350219591318,-1.1213996262176626,0.19361662898366827,-5.974203618144992,3.937887836290584e-09,1.4572627164261e-07
Atu1247,10225.651252359672,-0.7854779894769431,0.22601706996725135,-3.3939567680016167,0.00030782178232946657,0.00370485336820687
Atu1248,106.33236376007225,-0.3378177276069939,0.24592899467740312,-1.3314566421941305,0.16705917345754065,0.3966329662138453
Atu1249,17.46669548775201,0.39898512200318514,0.5464518803513803,0.7481208155254888,0.5119204576643508,0.6682846636556298
Atu1250,694.1571042521849,0.8115312730995086,0.31001448969241585,2.3978091221578715,0.010090533097298345,0.0572435814528077
Atu1251,866.7975228964028,0.750679971112393,0.3499857647240099,2.1379884039174804,0.039795605601438265,0.1597918600388213
Atu1252,1006.2363778577654,0.21047347951355957,0.2824246235483884,0.7343702272249677,0.443769435900833,0.6608453026211687
Atu1253,194.20123194313547,0.5236936190937173,0.19857528783578504,2.5623168077761536,0.008090741313539002,0.0491297857195685
Atu1254,151.88792581609414,-0.5961284207087219,0.2985307128002815,-1.9482246431154784,0.07037838801387562,0.23533799046780948
Atu1255,107.1409439972724,0.2650093583668031,0.32598037558339793,0.8747955827023609,0.3771171001241593,0.6021364194342492
Atu1256,781.7578167313224,-0.30561959742755684,0.17674173478505845,-1.8085567847936976,0.09300139204513941,0.2782722721027696
Atu1257,379.8644535643674,-0.5058391426677445,0.1995402087440919,-2.337173792538659,0.016086572760435857,0.0892041824191725
Atu1258,4295.675992358134,0.15156047960087002,0.23717081690271918,0.6738975203232125,0.5163913424399822,0.7151432387739791
Atu1259,6742.007323225353,0.14408352793367607,0.1888318403145237,0.876138784001627,0.38244056746842864,0.6755463394441962
Atu1261,14164.602363040918,0.41925355671244213,0.16588337702771122,2.4858699944122384,0.01314248450649877,0.07395102097311432
Atu1262,11789.917340392953,-0.32910533041778933,0.15715700089162016,-1.9192066579119482,0.047948868273955475,0.19028961389421623
Atu1263,393.3037425668713,-1.0231808108828322,0.23464495517516137,-3.8473964878000597,7.337244224608928e-05,0.0010419479327526881
Atu1265,23.621181704309453,1.1890384277293753,0.9089866167171067,1.2563741886977264,0.20431248485054887,0.4632568689828939
Atu1266,351.32518525012716,-0.2998716244699911,0.23061529978796114,-1.280427606087865,0.2085075356342498,0.4458058093326187
Atu1267,25.561366060201873,0.5216037531642816,0.7262248812023205,0.7006467283628358,0.4975331539216768,0.7136126709972913
Atu1268,2061.9326095096544,-0.5124399910225006,0.20447720740738476,-2.4486166984247824,0.007192961095427283,0.04790502013102767
Atu1269,2825.415072714569,-0.7298705103186512,0.16282001613937844,-4.690526995764201,6.557891951727979e-06,0.00013079530101226122
Atu1270,2512.839047824791,-0.298588520876701,0.1582296569440293,-1.9848357238952925,0.05650122751333108,0.21123283858943567
Atu1271,848.2305795056317,-0.32906979272234,0.1819530890633195,-1.8328345948026752,0.062624436319905,0.2172171445347538
Atu1272,5126.344704827208,-0.4694005230533428,0.14635258051230346,-2.99081744803563,0.0019808893788906393,0.019068783707042188
Atu1273,378.72496803313777,-0.5923923719303763,0.20487321537041678,-3.019133557247353,0.0022542603375073455,0.020639533367638303
Atu1274,6637.620141631004,-0.41220724335357656,0.14351406353717958,-2.5860189785012175,0.007823459956483435,0.04966080661364457
Atu1275,6503.953796141974,-0.4637906510310241,0.13922946455451435,-3.1074413787584083,0.0028053836068817235,0.0247332312298651
Atu1276,6694.69199741922,-0.49586141251819615,0.13725896568093188,-3.891271497054505,0.0001652221609003897,0.0023460410558822655
Atu1277,2186.270756104156,-0.7021118807722398,0.16675825286584975,-4.229694586534416,6.975475896652515e-06,0.00014789920196315687
Atu1278,1044.3973526139835,-0.27785409667932376,0.2406768403852143,-1.2139834034223183,0.23150028351420066,0.5012954942997009
