,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Atu0001,158.29141899633805,0.01374011810755829,0.21215273693598224,0.07190282208257434,0.9911763613299809,1.0581610520481854
Atu0002,298.7004596628611,-0.22046402459133596,0.17523311045965692,-1.398478583365483,0.18635685531672808,0.4143920609466987
Atu0003,430.20179682875755,-0.11206129009770073,0.18704378223369533,-0.632302187853013,0.5168483567773523,0.7380329214436132
Atu0004,235.59010640699813,-0.06804730844332993,0.20907479355516603,-0.3460008109612286,0.7499984543047051,0.8521207327668268
Atu0005,744.5045553790055,0.16361362475429225,0.17983609937749093,0.8553996408007943,0.37224043788926353,0.645452434740069
Atu0006,3225.1842089977413,-0.044566778789276916,0.1802539614560673,-0.2650662363432463,0.811619500792379,0.8443578779777994
Atu0007,639.2993997188297,0.7327711285163738,0.2058787667739834,3.654079451832514,0.00044532400206498114,0.005477984225281264
Atu0008,1339.7064877968987,0.39099371927410803,0.15111007667085555,2.5794770265430085,0.017232105132248137,0.08260865984303545
Atu0009,690.8435817643743,0.584646987786795,0.17922065841048412,3.2672768783079436,0.0006368663663796827,0.007064045585940891
Atu0010,511.51662294978155,0.8497954269674154,0.25695379240070054,3.2738178889959157,0.0009462996763769695,0.009462311197966347
Atu0011,102.0944001128312,0.8502891254677303,0.3892221200332257,2.4580216719815704,0.01879697158947824,0.09975226754438364
Atu0012,3890.567235309055,0.10277335175032305,0.19970529537844697,0.48122189095992246,0.6076050793212757,0.8827626440386371
Atu0013,324.96972146822003,0.6330959210078245,0.5373773861012483,1.1228568385832225,0.23101417781118896,0.49571521207279284
Atu0014,1709.7832067617483,-0.020379889284860314,0.20810268544766197,-0.11156435466588124,0.9347210472179728,0.9974068053224117
Atu0015,780.5564901746917,-0.2996928359605939,0.30958645569993165,-1.0007184427067803,0.3077127197804915,0.527191033777427
Atu0016,1234.3351139726988,0.3127664177840786,0.14322551389595517,2.2126868922004337,0.04435874736029473,0.17143301717539108
Atu0017,584.7442337449656,-0.1200526627660025,0.17483862616765108,-0.7311765097485816,0.45501113540494786,0.7270065204425604
Atu0018,3226.0039520557757,0.09130145532773963,0.15308249991032322,0.6047350711709404,0.5766740116569404,0.7387974324410398
Atu0019,2067.9494860001855,-0.0516385821780887,0.18325809671595128,-0.26898321253904434,0.8046468139224653,0.9442324502755776
Atu0020,2957.7022248388166,-0.006570635094514199,0.19509537236128355,-0.032311678458811006,0.9287888853945202,0.9633412350002543
Atu0021,1981.7776541384687,0.2018443044519123,0.13644290724336086,1.414336987077685,0.16662353176453043,0.4015461526200196
Atu0022,2636.142527529015,-0.04873978937824996,0.20909434656277398,-0.21998520469537755,0.8325631325974798,0.9175665081535281
Atu0023,672.2709213395509,-0.027146847095456835,0.30352347286861975,-0.08689696165249389,0.890306919414617,1.0510535654606679
Atu0024,862.6927926517752,0.2613390350079479,0.2789968884226142,0.9120359230944984,0.3852396725620326,0.6958580128504184
Atu0025,456.79624472646117,0.4075264820666336,0.2124771593864874,1.6575179618331985,0.08793482257499717,0.2727078138524377
Atu0026,716.9833629413159,0.29295988379764776,0.1991432358300463,1.4851949862607057,0.15060994868663224,0.38906736380100404
Atu0027,2335.51032791752,0.2842363310328455,0.26088374300524514,1.1129187406064887,0.29584041983343573,0.580918917061355
Atu0029,5800.112213895159,0.004935821627609135,0.3500183897090515,0.013465587818946356,0.9908560742832243,0.9535619089542868
